time,Pressure,Temperature
0.5,99.4437965757,37.7534027724

1,99.4437965757,37.7025229626

1.5,99.4437965757,37.6516691758

2,99.4437965757,37.6270221239

2.5,99.4437965757,37.5515782463

3,99.4437965757,37.5254170736

3.5,99.4437965757,37.4761909179

4,99.5000072994,37.4500492682

4.5,99.5000072994,37.3993229382

5,99.5000072994,37.4254515199

5.5,99.5000072994,37.4500492682

6,99.5000072994,37.4254515199

6.5,99.5000072994,37.3993229382

7,99.5597311933,37.3993229382

7.5,99.5000072994,37.3747374589

8,99.5000072994,37.3747374589

8.5,99.5597311933,37.3486218809

9,99.5597311933,37.3486218809

9.5,101.565751396,37.3486218809

10,103.115059468,37.3486218809

10.5,103.803640833,37.3486218809

11,104.376287581,37.3486218809

11.5,104.948934329,37.3993229382

12,105.465370353,37.4500492682

12.5,106.557966295,37.32404861

13,107.70325979,37.4500492682

13.5,108.852066456,37.2994812368

14,109.82521461,37.32404861

14.5,110.685941317,37.3747374589

15,111.662602641,37.3486218809

15.5,112.751685413,37.3486218809

16,113.728346737,37.3747374589

16.5,114.701494891,37.4500492682

17,115.678156216,37.4500492682

17.5,116.711028264,37.3486218809

18,117.627965694,37.4500492682

18.5,118.604627019,37.4500492682

19,119.521564449,37.4761909179

19.5,120.382291156,37.4500492682

20,121.299228586,37.3486218809

20.5,122.159955293,37.4761909179

21,122.904747382,37.5254170736

21.5,123.821684813,37.4761909179

22,124.626200796,37.3993229382

22.5,125.486927502,37.4254515199

23,126.347654209,37.5254170736

23.5,127.208380916,37.3993229382

24,128.069107623,37.6270221239

24.5,128.870110436,37.4500492682

25,129.790561036,37.4254515199

25.5,130.992065255,37.5254170736

26,131.912515856,37.5254170736

26.5,132.88566401,37.5515782463

27,133.862325335,37.5254170736

27.5,134.779262765,37.5254170736

28,135.639989472,37.5515782463

28.5,136.500716179,37.5515782463

29,137.361442885,37.5515782463

29.5,138.334591039,37.6270221239

30,139.195317746,37.5515782463

30.5,140.171979071,37.6023811453

31,141.088916501,37.6270221239

31.5,142.065577825,37.5515782463

32,143.098449874,37.5515782463

32.5,144.015387304,37.5515782463

33,144.932324734,37.5515782463

33.5,145.965196782,37.5515782463

34,146.769712766,37.5254170736

34.5,147.570715578,37.4761909179

35,148.375231561,37.4761909179

35.5,149.235958268,37.4761909179

36,150.209106422,37.4500492682

36.5,151.129557023,37.4761909179

37,152.046494453,37.4500492682

37.5,153.135577225,37.4254515199

38,154.052514656,37.4500492682

38.5,154.857030639,37.4254515199

39,155.717757345,37.3993229382

39.5,156.634694776,37.3747374589

40,157.495421483,37.3993229382

40.5,158.184002848,37.3993229382

41,159.100940278,37.3993229382

41.5,160.077601603,37.3486218809

42,160.878604416,37.3993229382

42.5,161.683120399,37.3747374589

43,162.487636382,37.3993229382

43.5,163.232428471,37.32404861

44,163.97722056,37.32404861

44.5,164.665801925,37.3747374589

45,165.354383291,37.32404861

45.5,166.158899274,37.2994812368

46,166.847480639,37.2994812368

46.5,167.704694176,37.2488295944

47,168.452999435,37.32404861

47.5,169.197791524,37.32404861

48,169.942583613,37.2733848488

48.5,170.747099596,37.2488295944

49,171.548102409,37.2488295944

49.5,172.236683774,37.2733848488

50,172.92526514,37.2733848488

50.5,173.613846505,37.2733848488

51,174.418362488,37.2733848488

51.5,175.04721996,37.2488295944

52,175.735801325,37.2227460508

52.5,176.368171967,37.2227460508

53,177.056753332,37.2488295944

53.5,177.689123974,37.2488295944

54,178.374192169,37.2488295944

54.5,179.062773534,37.1982028552

55,179.638933452,37.2488295944

55.5,180.267790924,37.2227460508

56,180.956372289,37.1982028552

56.5,181.588742931,37.2488295944

57,182.277324296,37.2488295944

57.5,182.965905662,37.1736654847

58,183.482341686,37.1736654847

58.5,184.111199157,37.1982028552

59,184.571424458,37.2733848488

59.5,185.144071205,37.2488295944

60,185.660507229,37.2488295944

60.5,186.233153977,37.1982028552

61,186.809313895,37.1982028552

61.5,187.325749919,37.1982028552

62,187.842185943,37.1982028552

62.5,188.358621967,37.1982028552

63,188.815334097,37.1982028552

63.5,189.503915463,37.1982028552

64,190.020351487,37.1982028552

64.5,190.480576787,37.1982028552

65,190.82486747,37.1982028552

65.5,191.225368876,37.1982028552

66,191.685594177,37.1982028552

66.5,192.086095583,37.1736654847

67,192.486596989,37.1736654847

67.5,192.890611566,37.1736654847

68,193.40353442,37.1736654847

68.5,193.919970444,37.1982028552

69,194.380195744,37.2488295944

69.5,194.840421045,37.1982028552

70,195.356857069,37.1982028552

70.5,195.813569199,37.1982028552

71,196.273794499,37.1982028552

71.5,196.730506629,37.1982028552

72,197.134521206,37.1982028552

72.5,197.478811888,37.2227460508

73,197.935524019,37.1736654847

73.5,198.223603978,37.2488295944

74,198.511683937,37.2488295944

74.5,198.912185343,37.2488295944

75,199.312686749,37.2488295944

75.5,199.656977432,37.2488295944

76,200.001268115,37.2488295944

76.5,200.401769521,37.2994812368

77,200.746060204,37.2488295944

77.5,201.206285504,37.2227460508

78,201.606786911,37.2733848488

78.5,202.010801487,37.2227460508

79,202.411302894,37.2733848488

79.5,202.871528194,37.2227460508

80,203.215818877,37.2488295944

80.5,203.560109559,37.2994812368

81,204.073032413,37.2488295944

81.5,204.47704699,37.2994812368

82,204.761613779,37.2488295944

82.5,205.049693738,37.2488295944

83,205.39398442,37.2488295944

83.5,205.682064379,37.2733848488

84,205.966631168,37.1982028552

84.5,206.254711127,37.1982028552

85,206.542791086,37.2488295944

85.5,206.827357875,37.2733848488

86,207.05922711,37.2488295944

86.5,207.403517793,37.2227460508

87,207.744295305,37.1982028552

87.5,207.97616454,37.1736654847

88,208.320455223,37.1736654847

88.5,208.605022012,37.1736654847

89,208.893101971,37.1476008952

89.5,209.009036589,37.1476008952

90,209.293603377,37.1230754943

90.5,209.409537995,37.1230754943

91,209.581683336,37.0725100998

91.5,209.810039401,37.0464708188

92,209.925974019,37.0464708188

92.5,210.154330084,37.0464708188

93,210.326475425,37.0219691779

93.5,210.498620767,37.0219691779

94,210.786700726,36.9974732611

94.5,211.074780685,36.9714526056

95,211.415558197,36.9714526056

95.5,211.703638156,36.9714526056

96,211.931994221,36.9714526056

96.5,212.104139563,36.9714526056

97,212.336008798,36.9469684505

97.5,212.564364863,36.9469684505

98,212.680299481,36.9714526056

98.5,212.908655546,36.9714526056

99,213.080800887,36.9714526056

99.5,213.309156952,36.9714526056

100,213.481302293,36.9974732611

100.5,213.653447635,37.0464708188

101,213.88531687,37.0464708188

101.5,213.997738317,36.9714526056

102,214.169883659,37.0725100998

102.5,214.342029,36.9974732611

103,214.514174341,37.1230754943

103.5,214.686319683,37.1230754943

104,214.918188918,37.1230754943

104.5,214.974399642,37.1230754943

105,215.146544983,37.0970235909

105.5,215.318690324,37.1736654847

106,215.431111772,37.1230754943

106.5,215.603257113,37.1736654847

107,215.775402455,37.1476008952

107.5,215.891337072,37.1476008952

108,216.063482414,37.1736654847

108.5,216.179417031,37.1476008952

109,216.291838479,37.1736654847

109.5,216.523707714,37.1230754943

110,216.636129161,37.1982028552

110.5,216.752063779,37.1230754943

111,216.92420912,37.1736654847

111.5,217.040143738,37.0725100998

112,217.152565185,37.1230754943

112.5,217.324710527,37.1476008952

113,217.440645144,37.0464708188

113.5,217.612790486,37.0970235909

114,217.728725103,37.0725100998

114.5,217.841146551,37.0219691779

115,218.073015786,37.0464708188

115.5,218.185437233,37.0219691779

116,218.301371851,36.9974732611

116.5,218.417306469,36.9714526056

117,218.58945181,36.9469684505

117.5,218.758083981,36.9469684505

118,218.817807875,36.9469684505

118.5,218.989953217,36.9209602603

119,219.04616394,36.9209602603

119.5,219.218309282,36.9209602603

120,219.274520005,36.9209602603

120.5,219.390454623,36.9209602603

121,219.446665347,36.8964878075

121.5,219.506389241,36.8964878075

122,219.618810688,36.8720210072

122.5,219.734745306,36.8964878075

123,219.850679923,36.9209602603

123.5,219.963101371,36.8720210072

124,219.963101371,36.9209602603

124.5,220.022825265,36.9209602603

125,220.135246712,36.8964878075

125.5,220.194970606,36.8964878075

126,220.307392053,36.9209602603

126.5,220.367115947,36.9209602603

127,220.479537395,36.9469684505

127.5,220.539261289,36.9469684505

128,220.651682736,36.9469684505

128.5,220.767617354,36.9469684505

129,220.823828077,36.9469684505

129.5,220.939762695,36.9209602603

130,221.055697313,36.9209602603

130.5,221.16811876,36.9209602603

131,221.284053378,36.9469684505

131.5,221.340264101,36.8964878075

132,221.399987995,36.9209602603

132.5,221.512409443,36.8964878075

133,221.684554784,36.9209602603

133.5,221.744278678,36.8964878075

134,221.800489402,36.8964878075

134.5,221.916424019,36.8720210072

135,222.028845467,36.8720210072

135.5,222.088569361,36.8720210072

136,222.144780084,36.8460312098

136.5,222.200990808,36.8720210072

137,222.260714702,36.8460312098

137.5,222.316925426,36.8460312098

138,222.429346873,36.8460312098

138.5,222.429346873,36.7955985354

139,222.489070767,36.7955985354

139.5,222.545281491,36.7711549048

140,222.601492215,36.7711549048

140.5,222.601492215,36.7711549048

141,222.661216109,36.7711549048

141.5,222.661216109,36.7711549048

142,222.773637556,36.7451896624

142.5,222.83336145,36.7711549048

143,222.889572174,36.7711549048

143.5,222.889572174,36.7711549048

144,222.889572174,36.7451896624

144.5,222.889572174,36.7451896624

145,222.945782897,36.7451896624

145.5,223.005506791,36.7451896624

146,223.061717515,36.7451896624

146.5,223.117928239,36.7451896624

147,223.117928239,36.7451896624

147.5,223.177652133,36.7207575282

148,223.177652133,36.7207575282

148.5,223.233862856,36.7451896624

149,223.177652133,36.7711549048

149.5,223.177652133,36.7711549048

150,223.177652133,36.7955985354

150.5,223.117928239,36.7711549048

151,223.117928239,36.7711549048

151.5,223.117928239,36.7451896624

152,223.117928239,36.7451896624

152.5,223.117928239,36.7955985354

153,223.117928239,36.7955985354

153.5,223.117928239,36.7955985354

154,223.117928239,36.7711549048

154.5,223.117928239,36.8215760239

155,223.061717515,36.7711549048

155.5,223.117928239,36.7955985354

156,223.117928239,36.7955985354

156.5,223.061717515,36.8215760239

157,223.061717515,36.7955985354

157.5,223.005506791,36.8215760239

158,222.945782897,36.8460312098

158.5,222.773637556,36.7955985354

159,222.601492215,36.8460312098

159.5,222.601492215,36.7711549048

160,222.489070767,36.7955985354

160.5,222.260714702,36.8215760239

161,222.028845467,36.8215760239

161.5,221.800489402,36.7711549048

162,216.636129161,36.7711549048

162.5,206.082565786,36.8460312098

163,99.5000072994,36.7711549048

163.5,99.5000072994,36.8215760239

164,99.4437965757,36.7451896624

164.5,99.4437965757,36.7711549048

165,99.4437965757,36.7711549048

165.5,99.5000072994,36.7711549048
