time,Pressure,Temperature
0.5,101.358474352,23.286493193

1,101.186329011,23.286493193

1.5,101.186329011,23.3112003667

2,101.186329011,23.3112003667

2.5,101.242539734,23.286493193

3,101.242539734,23.286493193

3.5,101.186329011,23.286493193

4,101.186329011,23.286493193

4.5,101.242539734,23.286493193

5,101.186329011,23.286493193

5.5,101.242539734,23.3112003667

6,101.242539734,23.286493193

6.5,101.242539734,23.286493193

7,101.242539734,23.286493193

7.5,101.186329011,23.3112003667

8,102.567004912,23.286493193

8.5,103.371520895,23.286493193

9,103.887956919,23.286493193

9.5,103.59987696,23.3112003667

10,103.715811577,23.286493193

10.5,104.06010226,23.3112003667

11,103.887956919,23.286493193

11.5,104.003891536,23.286493193

12,103.944167642,23.286493193

12.5,104.003891536,23.286493193

13,103.944167642,23.286493193

13.5,103.944167642,23.286493193

14,104.003891536,23.3112003667

14.5,104.003891536,23.286493193

15,104.003891536,23.286493193

15.5,104.003891536,23.286493193

16,104.003891536,23.286493193

16.5,103.944167642,23.286493193

17,104.003891536,23.286493193

17.5,103.944167642,23.286493193

18,104.003891536,23.286493193

18.5,104.003891536,23.286493193

19,104.003891536,23.286493193

19.5,104.003891536,23.286493193

20,104.003891536,23.286493193

20.5,104.003891536,23.286493193

21,104.003891536,23.286493193

21.5,104.003891536,23.286493193

22,104.003891536,23.286493193

22.5,104.003891536,23.286493193

23,104.003891536,23.286493193

23.5,104.003891536,23.286493193

24,104.003891536,23.286493193

24.5,104.003891536,23.286493193

25,104.003891536,23.286493193

25.5,104.003891536,23.286493193

26,104.003891536,23.286493193

26.5,104.003891536,23.286493193

27,104.003891536,23.286493193

27.5,104.003891536,23.286493193

28,104.003891536,23.286493193

28.5,104.003891536,23.286493193

29,104.06010226,23.286493193

29.5,104.003891536,23.286493193

30,104.003891536,23.286493193

30.5,104.06010226,23.286493193

31,104.06010226,23.286493193

31.5,104.06010226,23.286493193

32,104.06010226,23.286493193

32.5,104.06010226,23.286493193

33,104.06010226,23.286493193

33.5,104.06010226,23.286493193

34,104.06010226,23.286493193

34.5,104.06010226,23.286493193

35,104.06010226,23.286493193

35.5,104.06010226,23.286493193

36,104.06010226,23.286493193

36.5,104.116312984,23.286493193

37,104.06010226,23.286493193

37.5,104.116312984,23.286493193

38,104.116312984,23.286493193

38.5,104.116312984,23.286493193

39,104.116312984,23.286493193

39.5,104.116312984,23.286493193

40,104.116312984,23.286493193

40.5,104.116312984,23.2632380761

41,104.176036878,23.286493193

41.5,104.176036878,23.286493193

42,104.176036878,23.286493193

42.5,104.176036878,23.2632380761

43,104.176036878,23.286493193

43.5,104.232247601,23.286493193

44,104.232247601,23.286493193

44.5,104.288458325,23.286493193

45,104.288458325,23.2632380761

45.5,104.288458325,23.286493193

46,104.288458325,23.286493193

46.5,104.348182219,23.286493193

47,104.348182219,23.286493193

47.5,104.348182219,23.286493193

48,104.348182219,23.286493193

48.5,104.404392943,23.286493193

49,104.404392943,23.286493193

49.5,104.464116837,23.286493193

50,104.52032756,23.286493193

50.5,104.52032756,23.286493193

51,104.52032756,23.286493193

51.5,104.576538284,23.286493193

52,104.576538284,23.286493193

52.5,104.636262178,23.286493193

53,104.636262178,23.286493193

53.5,104.748683625,23.2632380761

54,104.748683625,23.286493193

54.5,104.808407519,23.286493193

55,104.808407519,23.286493193

55.5,104.864618243,23.286493193

56,104.920828967,23.286493193

56.5,104.980552861,23.286493193

57,104.980552861,23.286493193

57.5,105.036763584,23.286493193

58,105.036763584,23.286493193

58.5,105.092974308,23.286493193

59,105.152698202,23.286493193

59.5,105.208908926,23.286493193

60,105.26863282,23.2632380761

60.5,105.324843543,23.286493193

61,105.381054267,23.286493193

61.5,105.440778161,23.286493193

62,105.440778161,23.286493193

62.5,105.553199608,23.2632380761

63,105.553199608,23.286493193

63.5,105.669134226,23.286493193

64,105.669134226,23.286493193

64.5,105.72534495,23.286493193

65,105.841279567,23.2632380761

65.5,105.901003461,23.2632380761

66,105.901003461,23.2632380761

66.5,105.957214185,23.286493193

67,106.073148803,23.2632380761

67.5,106.073148803,23.286493193

68,106.129359526,23.286493193

68.5,106.18557025,23.286493193

69,106.301504868,23.286493193

69.5,106.357715591,23.286493193

70,106.417439485,23.286493193

70.5,106.473650209,23.286493193

71,106.473650209,23.286493193

71.5,106.589584827,23.286493193

72,106.64579555,23.2632380761

72.5,106.705519444,23.286493193

73,106.761730168,23.2632380761

73.5,106.817940892,23.286493193

74,106.877664786,23.286493193

74.5,106.933875509,23.2632380761

75,106.990086233,23.2632380761

75.5,107.049810127,23.286493193

76,107.106020851,23.2632380761

76.5,107.162231574,23.286493193

77,107.278166192,23.286493193

77.5,107.337890086,23.2632380761

78,107.337890086,23.2632380761

78.5,107.39410081,23.2632380761

79,107.510035427,23.2632380761

79.5,107.566246151,23.286493193

80,107.622456875,23.2632380761

80.5,107.738391492,23.2632380761

81,107.794602216,23.286493193

81.5,107.794602216,23.286493193

82,107.910536834,23.2632380761

82.5,107.970260728,23.2632380761

83,108.026471451,23.2632380761

83.5,108.082682175,23.286493193

84,108.198616793,23.286493193

84.5,108.254827517,23.2632380761

85,108.254827517,23.2632380761

85.5,108.370762134,23.2632380761

86,108.426972858,23.2632380761

86.5,108.486696752,23.286493193

87,108.542907475,23.286493193

87.5,108.658842093,23.286493193

88,108.774776711,23.2632380761

88.5,108.887198158,23.2632380761

89,108.887198158,23.2632380761

89.5,108.946922052,23.286493193

90,109.003132776,23.2632380761

90.5,109.119067393,23.2632380761

91,109.119067393,23.286493193

91.5,109.175278117,23.286493193

92,109.235002011,23.2632380761

92.5,109.347423459,23.2632380761

93,109.407147352,23.286493193

93.5,109.463358076,23.2632380761

94,109.5195688,23.286493193

94.5,109.579292694,23.286493193

95,109.579292694,23.2632380761

95.5,109.635503418,23.2632380761

96,109.751438035,23.2632380761

96.5,109.807648759,23.286493193

97,109.863859483,23.286493193

97.5,109.923583377,23.2632380761

98,109.9797941,23.286493193

98.5,110.039517994,23.2632380761

99,110.095728718,23.2632380761

99.5,110.151939442,23.286493193

100,110.267874059,23.2632380761

100.5,110.324084783,23.2632380761

101,110.324084783,23.286493193

101.5,110.440019401,23.2632380761

102,110.496230124,23.2632380761

102.5,110.496230124,23.2632380761

103,110.555954018,23.2632380761

103.5,110.612164742,23.2632380761

104,110.671888636,23.2632380761

104.5,110.72809936,23.2632380761

105,110.784310083,23.2632380761

105.5,110.900244701,23.2632380761

106,110.900244701,23.2632380761

106.5,110.956455425,23.2632380761

107,111.016179319,23.2632380761

107.5,111.072390042,23.2632380761

108,111.128600766,23.2632380761

108.5,111.244535384,23.286493193

109,111.244535384,23.2632380761

109.5,111.304259278,23.2632380761

110,111.360470001,23.2632380761

110.5,111.416680725,23.2385281126

111,111.476404619,23.2632380761

111.5,111.532615343,23.2385281126

112,111.64854996,23.2632380761

112.5,111.64854996,23.2632380761

113,111.64854996,23.2632380761

113.5,111.760971408,23.2632380761

114,111.820695302,23.2385281126

114.5,111.876906025,23.286493193

115,111.933116749,23.2632380761

115.5,111.933116749,23.2632380761

116,112.049051367,23.2632380761

116.5,112.108775261,23.2632380761

117,112.164985984,23.2632380761

117.5,112.221196708,23.2632380761

118,112.280920602,23.2632380761

118.5,112.337131326,23.2632380761

119,112.393342049,23.2385281126

119.5,112.453065943,23.2632380761

120,112.509276667,23.2632380761

120.5,112.565487391,23.2385281126

121,112.625211285,23.2632380761

121.5,112.681422008,23.2632380761

122,112.741145902,23.2632380761

122.5,112.85356735,23.2632380761

123,112.913291244,23.2385281126

123.5,112.969501967,23.2632380761

124,113.025712691,23.2385281126

124.5,113.085436585,23.2632380761

125,113.085436585,23.2632380761

125.5,113.197858032,23.2385281126

126,113.257581926,23.2385281126

126.5,113.257581926,23.2385281126

127,113.373516544,23.2632380761

127.5,113.373516544,23.2385281126

128,113.485937991,23.2632380761

128.5,113.485937991,23.2385281126

129,113.545661885,23.2385281126

129.5,113.658083333,23.2385281126

130,113.658083333,23.2385281126

130.5,113.717807227,23.2385281126

131,113.77401795,23.2385281126

131.5,113.830228674,23.2385281126

132,113.889952568,23.2385281126

132.5,113.946163292,23.2385281126

133,114.002374015,23.2385281126

133.5,114.002374015,23.2385281126

134,114.062097909,23.2385281126

134.5,114.118308633,23.2632380761

135,114.234243251,23.2385281126

135.5,114.234243251,23.2385281126

136,114.290453974,23.2385281126

136.5,114.290453974,23.2385281126

137,114.406388592,23.2385281126

137.5,114.462599316,23.2632380761

138,114.52232321,23.2385281126

138.5,114.578533933,23.2385281126

139,114.634744657,23.2385281126

139.5,114.750679275,23.2152703445

140,114.750679275,23.2385281126

140.5,114.810403169,23.2385281126

141,114.866613892,23.2385281126

141.5,114.922824616,23.2385281126

142,114.98254851,23.2385281126

142.5,115.094969957,23.2385281126

143,115.094969957,23.2385281126

143.5,115.154693851,23.2385281126

144,115.210904575,23.2385281126

144.5,115.267115299,23.2385281126

145,115.326839193,23.2385281126

145.5,115.383049916,23.2385281126

146,115.44277381,23.2385281126

146.5,115.555195258,23.2385281126

147,115.555195258,23.2385281126

147.5,115.614919152,23.2385281126

148,115.614919152,23.2385281126

148.5,115.671129875,23.2385281126

149,115.787064493,23.2385281126

149.5,115.787064493,23.2385281126

150,115.843275217,23.2385281126

150.5,115.89948594,23.2632380761

151,115.959209834,23.2385281126

151.5,116.015420558,23.2385281126

152,116.075144452,23.2385281126

152.5,116.131355176,23.2385281126

153,116.131355176,23.2385281126

153.5,116.247289793,23.2385281126

154,116.247289793,23.2385281126

154.5,116.303500517,23.2385281126

155,116.419435135,23.2385281126

155.5,116.419435135,23.2385281126

156,116.475645858,23.2385281126

156.5,116.531856582,23.2385281126

157,116.591580476,23.2385281126

157.5,116.704001923,23.2385281126

158,116.763725817,23.2385281126

158.5,116.763725817,23.2385281126

159,116.879660435,23.2385281126

159.5,116.935871159,23.2385281126

160,116.935871159,23.2385281126

160.5,116.992081882,23.2385281126

161,117.051805776,23.2385281126

161.5,117.164227224,23.2385281126

162,117.164227224,23.2385281126

162.5,117.223951118,23.2385281126

163,117.336372565,23.2385281126

163.5,117.336372565,23.2385281126

164,117.396096459,23.2385281126

164.5,117.452307183,23.2152703445

165,117.512031077,23.2385281126

165.5,117.512031077,23.2385281126

166,117.624452524,23.2385281126

