time,Pressure,Temperature
0,98.7552152103,24.9698666321
0.5,98.811425934,24.9234783713
1,98.7552152103,24.9234783713
1.5,98.811425934,24.9234783713
2,98.811425934,24.9234783713
2.5,98.7552152103,24.9234783713
3,98.811425934,24.9234783713
3.5,98.811425934,24.9234783713
4,98.811425934,24.9234783713
4.5,98.811425934,24.9234783713
5,98.811425934,24.9234783713
5.5,98.811425934,24.9234783713
6,98.811425934,24.9234783713
6.5,98.7552152103,24.9234783713
7,98.811425934,24.9234783713
7.5,98.7552152103,24.9234783713
8,98.7552152103,24.9234783713
8.5,98.7552152103,24.9234783713
9,98.7552152103,24.9234783713
9.5,98.811425934,24.9234783713
10,99.4437965757,24.9234783713
10.5,100.532879347,24.9234783713
11,100.648813965,24.9234783713
11.5,100.705024689,24.9234783713
12,100.820959306,24.9234783713
12.5,100.705024689,24.9234783713
13,100.648813965,24.9234783713
13.5,100.820959306,24.9234783713
14,101.277671437,24.9234783713
14.5,101.277671437,24.9234783713
15,101.277671437,24.9234783713
15.5,101.277671437,24.9234783713
16,101.277671437,24.9234783713
16.5,101.33739533,24.9234783713
17,101.33739533,24.9234783713
17.5,101.509540672,24.9234783713
18,101.509540672,24.9234783713
18.5,101.509540672,24.9234783713
19,101.509540672,24.9234783713
19.5,101.509540672,24.9234783713
20,101.565751396,24.9234783713
20.5,101.565751396,24.9234783713
21,101.565751396,24.9234783713
21.5,101.681686013,24.9234783713
22,101.681686013,24.9234783713
22.5,101.681686013,24.9234783713
23,101.621962119,24.9234783713
23.5,101.681686013,24.9234783713
24,101.681686013,24.9234783713
24.5,101.681686013,24.9234783713
25,101.737896737,24.9234783713
25.5,101.737896737,24.9234783713
26,101.737896737,24.9234783713
26.5,101.794107461,24.9234783713
27,101.794107461,24.9234783713
27.5,101.794107461,24.9234783713
28,101.794107461,24.9234783713
28.5,101.910042078,24.8988339019
29,101.910042078,24.9234783713
29.5,101.910042078,24.9234783713
30,101.910042078,24.9234783713
30.5,101.966252802,24.8988339019
31,101.966252802,24.9234783713
31.5,101.966252802,24.9234783713
32,101.966252802,24.9234783713
32.5,101.966252802,24.8988339019
33,102.025976696,24.9234783713
33.5,102.025976696,24.9234783713
34,102.025976696,24.9234783713
34.5,102.025976696,24.9234783713
35,102.08218742,24.8988339019
35.5,102.08218742,24.8988339019
36,102.198122037,24.8988339019
36.5,102.138398143,24.8988339019
37,102.254332761,24.8988339019
37.5,102.370267379,24.9234783713
38,102.254332761,24.8988339019
38.5,102.254332761,24.9234783713
39,102.310543485,24.8988339019
39.5,102.310543485,24.9234783713
40,102.370267379,24.8988339019
40.5,102.426478102,24.9234783713
41,102.482688826,24.9234783713
41.5,102.54241272,24.8988339019
42,102.598623444,24.8988339019
42.5,102.654834167,24.9234783713
43,102.714558061,24.9234783713
43.5,102.714558061,24.8988339019
44,102.826979509,24.8988339019
44.5,102.942914126,24.8988339019
45,103.115059468,24.8988339019
45.5,103.287204809,24.8988339019
46,103.343415533,24.9234783713
46.5,103.45935015,24.8988339019
47,103.575284768,24.8988339019
47.5,103.747430109,24.9234783713
48,103.919575451,24.8756386437
48.5,104.147931516,24.8988339019
49,104.320076857,24.8988339019
49.5,104.492222198,24.9234783713
50,104.720578264,24.8988339019
50.5,104.836512881,24.8756386437
51,105.12107967,24.8756386437
51.5,105.352948905,24.8988339019
52,105.465370353,24.8988339019
52.5,105.58130497,24.8988339019
53,105.637515694,24.8988339019
53.5,105.637515694,24.8988339019
54,105.637515694,24.8988339019
54.5,105.697239588,24.8756386437
55,105.697239588,24.8988339019
55.5,105.753450312,24.9234783713
56,105.809661035,24.8988339019
