time,Pressure,Temperature
0,98.7552152103,24.9945097159
0.5,98.7552152103,24.9698666321
1,98.7552152103,24.9698666321
1.5,98.7552152103,24.9698666321
2,98.811425934,24.9698666321
2.5,98.7552152103,24.9698666321
3,98.7552152103,24.9698666321
3.5,98.7552152103,24.9466727146
4,98.811425934,24.9698666321
4.5,98.811425934,24.9698666321
5,98.811425934,24.9698666321
5.5,98.7552152103,24.9698666321
6,98.7552152103,24.9698666321
6.5,98.7552152103,24.9698666321
7,98.7552152103,24.9698666321
7.5,98.7552152103,24.9698666321
8,98.7552152103,24.9698666321
8.5,98.811425934,24.9466727146
9,99.615941917,24.9698666321
9.5,100.360734006,24.9466727146
10,100.532879347,24.9698666321
10.5,100.648813965,24.9698666321
11,100.705024689,24.9466727146
11.5,100.592603241,24.9466727146
12,100.592603241,24.9466727146
12.5,100.592603241,24.9466727146
13,100.648813965,24.9466727146
13.5,100.648813965,24.9466727146
14,100.592603241,24.9698666321
14.5,100.592603241,24.9698666321
15,100.592603241,24.9466727146
15.5,100.592603241,24.9466727146
16,100.648813965,24.9466727146
16.5,100.648813965,24.9698666321
17,100.592603241,24.9466727146
17.5,100.592603241,24.9698666321
18,100.592603241,24.9698666321
18.5,100.648813965,24.9698666321
19,100.648813965,24.9698666321
19.5,100.648813965,24.9466727146
20,100.648813965,24.9466727146
20.5,100.820959306,24.9698666321
21,100.820959306,24.9466727146
21.5,100.87717003,24.9698666321
22,100.87717003,24.9466727146
22.5,100.87717003,24.9698666321
23,100.87717003,24.9466727146
23.5,100.87717003,24.9698666321
24,100.936893924,24.9466727146
24.5,100.936893924,24.9698666321
25,101.109039265,24.9698666321
25.5,101.109039265,24.9466727146
26,101.109039265,24.9466727146
26.5,101.109039265,24.9466727146
27,101.165249989,24.9466727146
27.5,101.109039265,24.9466727146
28,101.165249989,24.9698666321
28.5,101.165249989,24.9466727146
29,101.221460713,24.9466727146
29.5,101.221460713,24.9698666321
30,101.277671437,24.9466727146
30.5,101.221460713,24.9466727146
31,101.277671437,24.9466727146
31.5,101.277671437,24.9466727146
32,101.33739533,24.9466727146
32.5,101.33739533,24.9698666321
33,101.33739533,24.9698666321
33.5,101.393606054,24.9698666321
34,101.449816778,24.9466727146
34.5,101.449816778,24.9466727146
35,101.449816778,24.9466727146
35.5,101.509540672,24.9466727146
36,101.509540672,24.9698666321
36.5,101.565751396,24.9466727146
37,101.565751396,24.9466727146
37.5,101.565751396,24.9466727146
38,101.621962119,24.9466727146
38.5,101.681686013,24.9466727146
39,101.737896737,24.9466727146
39.5,101.794107461,24.9466727146
40,101.794107461,24.9466727146
40.5,101.794107461,24.9466727146
41,101.910042078,24.9466727146
41.5,101.910042078,24.9466727146
42,101.966252802,24.9466727146
42.5,101.966252802,24.9466727146
43,102.025976696,24.9466727146
43.5,102.08218742,24.9466727146
44,102.08218742,24.9466727146
44.5,102.198122037,24.9466727146
45,102.198122037,24.9466727146
45.5,102.254332761,24.9466727146
46,102.310543485,24.9466727146
46.5,102.370267379,24.9466727146
47,102.426478102,24.9466727146
47.5,102.482688826,24.9466727146
48,102.54241272,24.9466727146
48.5,102.654834167,24.9466727146
49,102.714558061,24.9466727146
49.5,102.826979509,24.9466727146
50,102.886703403,24.9466727146
50.5,102.99912485,24.9466727146
51,103.230994085,24.9466727146
51.5,103.343415533,24.9466727146
52,103.575284768,24.9466727146
52.5,103.687706215,24.9466727146
53,103.859851557,24.9466727146
53.5,103.859851557,24.9466727146
54,103.919575451,24.9466727146
