time,Pressure,Temperature
0.5,101.242539734,23.0945994794

1,101.242539734,23.0945994794

1.5,101.358474352,23.0945994794

2,101.242539734,23.0945994794

2.5,101.358474352,23.0945994794

3,101.358474352,23.0945994794

3.5,101.358474352,23.0945994794

4,101.358474352,23.0945994794

4.5,101.358474352,23.0945994794

5,101.242539734,23.0945994794

5.5,101.242539734,23.0945994794

6,101.242539734,23.0945994794

6.5,101.242539734,23.0945994794

7,101.242539734,23.0945994794

7.5,101.358474352,23.0945994794

8,101.358474352,23.0945994794

8.5,101.358474352,23.0713334514

9,102.567004912,23.0945994794

9.5,103.199375553,23.0945994794

10,103.887956919,23.0945994794

10.5,103.831746195,23.0945994794

11,103.831746195,23.0945994794

11.5,103.887956919,23.0945994794

12,103.944167642,23.0945994794

12.5,104.003891536,23.0945994794

13,104.003891536,23.0713334514

13.5,104.003891536,23.0945994794

14,104.003891536,23.0945994794

14.5,104.06010226,23.0945994794

15,104.06010226,23.0945994794

15.5,104.06010226,23.0945994794

16,104.116312984,23.0945994794

16.5,104.116312984,23.0945994794

17,104.176036878,23.0945994794

17.5,104.232247601,23.0945994794

18,104.288458325,23.0713334514

18.5,104.288458325,23.0945994794

19,104.348182219,23.0713334514

19.5,104.464116837,23.0945994794

20,104.52032756,23.0945994794

20.5,104.576538284,23.0713334514

21,104.636262178,23.0945994794

21.5,104.748683625,23.0713334514

22,104.808407519,23.0945994794

22.5,104.920828967,23.0713334514

23,104.980552861,23.0945994794

23.5,105.092974308,23.0713334514

24,105.208908926,23.0945994794

24.5,105.381054267,23.0945994794

25,105.440778161,23.0945994794

25.5,105.669134226,23.0945994794

26,105.785068844,23.0713334514

26.5,105.901003461,23.0945994794

27,106.073148803,23.0713334514

27.5,106.245294144,23.0945994794

28,106.417439485,23.0945994794

28.5,106.589584827,23.0945994794

29,106.761730168,23.0713334514

29.5,106.933875509,23.0945994794

30,107.162231574,23.0713334514

30.5,107.337890086,23.0945994794

31,107.566246151,23.0713334514

31.5,107.738391492,23.0945994794

32,107.970260728,23.0945994794

32.5,108.198616793,23.0945994794

